# origin_lat,origin_lon
0.0024600623484050256,0.003014963845891956
# x[m],y[m]
0.0,0.0
1.2837431279768302e-09,0.5636049737042581
2.5161191509870423e-09,1.1036240902979246
4.020876006912349e-09,1.7614815444090983
5.342854799488391e-09,2.338152719160391
6.837087192178056e-09,2.9884918023674447
8.497731625112019e-09,3.7094975088710145
9.667250532834132e-09,4.216108380560023
1.082465182462897e-08,4.716565101871885
1.2553463881823143e-08,5.4624299379778085
1.4257702765682724e-08,6.195713629223949
1.5902850167888976e-08,6.9017735419543
1.748166448529811e-08,7.577669023033103
1.9000325219259494e-08,8.226280093572672
2.0471239649826153e-08,8.853063635680952
2.1909711698308635e-08,9.46471948794578
2.3330755621891726e-08,10.0676140128264
2.4749047736280177e-08,10.668052940758468
2.617960229865878e-08,11.272402634201176
2.7635212807914898e-08,11.88602902722721
2.9128238266747266e-08,12.514025209803906
3.0670265240185944e-08,13.16121142779306
3.2272494074426666e-08,13.832104766939642
3.393656619951536e-08,14.527220599442673
3.564317067373524e-08,15.23837360214036
3.7362278982716736e-08,15.952952314161388
3.906318672913017e-08,16.6581936945756
4.07270657448017e-08,17.346458108432046
4.234860552075919e-08,18.01562343491119
4.393161996799173e-08,18.66741768668038
4.548711632327785e-08,19.306448897519513
4.702856396846503e-08,19.93832552959508
4.856996333629792e-08,20.568807625131953
5.0126956289567096e-08,21.204322178612767
5.171354326101723e-08,21.850477652203832
5.3341648757158426e-08,22.512063975755368
5.501750055669435e-08,23.191506430204257
5.673395361118979e-08,23.885803730391054
5.847261424865952e-08,24.587437505411792
6.021166110496358e-08,25.287525163835273
6.193091424600795e-08,25.978063278570037
6.361994576326558e-08,26.65489855601186
6.527706594933623e-08,27.317454991938092
6.690729564906628e-08,27.967854707168588
6.852125588039994e-08,28.610341943342686
7.0133960900522e-08,29.25097990280251
7.176047324397157e-08,29.895710523843206
7.34141174605332e-08,30.549808792502343
7.510585250963117e-08,31.217488634407633
7.683958885696313e-08,31.900235534132882
7.860644346933934e-08,32.59447220229634
8.038836061625465e-08,33.29301374412266
8.216622246540942e-08,33.98837210471927
8.392564236522469e-08,34.674938821920044
8.565875110695085e-08,35.349773242588945
8.736487280762781e-08,36.01266315464401
8.904898003474765e-08,36.66557909884645
9.072010065356296e-08,37.31209836457803
0.003175205072481222,37.95601045329444
0.019295009608598115,38.60174150268023
0.05400754132682807,39.2535963863836
0.11653283899069196,39.91387912127039
0.21462550473348008,40.58228654720305
0.34944567587600445,41.25618117115907
0.5048430196276906,41.93519920103911
0.6669874778384779,42.61373217471234
0.8339861948494104,43.28432235330283
1.0016565702875628,43.94333181541631
1.1859657573464937,44.58381819432941
1.3922870236424778,45.20435663747734
1.6263294660207515,45.80458335270429
1.8942601302732753,46.38471055207545
2.2041083878947303,46.94258579873755
2.5634761913592325,47.474055799065525
2.980240262495481,47.970480489700385
3.46084241642511,48.418520825471774
4.001374822158115,48.820996195478486
4.585259727943608,49.198582119749595
5.196407860861963,49.55570473603752
5.8206838634640805,49.886634318167005
6.446547422341823,50.19297761478998
7.064809028689302,50.48279868504616
7.671927210673085,50.75882596999931
8.267413489434292,51.02675887985252
8.852672241755277,51.293145673131164
9.431550238790724,51.56426176424828
10.012168441821556,51.83698460397583
10.599808528683166,52.112829992884485
11.198805749393504,52.39401099981662
11.814044892690948,52.6780113957869
12.449647499044445,52.9523712999717
13.101675207506172,53.20957234147845
13.764174681761812,53.43897360021458
14.430612516826436,53.62747855914158
15.09457742745962,53.77114613675606
15.752314232369743,53.89010616484237
16.40281544391129,53.996121255945795
17.048187627245774,54.09440576407427
17.690293108097446,54.19032562329438
18.32421656781197,54.29103541238293
18.943180361999396,54.39441301053957
19.542208112109428,54.49481963960191
20.116537149112187,54.59110329113885
20.66769396949128,54.683385229193604
21.201937208814286,54.767360580086184
21.725311793139475,54.838330361985754
22.24309940028964,54.893505501800504
22.76045958838501,54.93576602062768
23.28200237684814,54.98030024031827
23.81154400689833,55.03132208648767
24.34615360528338,55.0871035464772
24.8801831350037,55.143066902535814
25.407770849562414,55.19836330635291
25.928641979592484,55.25290180989404
26.446795945880147,55.30704620528841
26.96748389632821,55.3615240768014
27.495895918972213,55.41421330359863
28.037954820137102,55.455746238046515
28.599033867428105,55.48136326629198
29.18377361013769,55.486213826448896
29.797119896891157,55.477543445299595
30.444781824573667,55.46893369606966
31.13066722418657,55.46232480349602
31.850654555236968,55.461475953041194
32.588532425066425,55.46271890733661
33.324486909322786,55.46393154562149
34.04444371043544,55.46514418394972
34.74092299563929,55.46632650633204
35.41245932831149,55.46750882878488
36.06164775247303,55.468660835289135
36.69343411672664,55.469297469643415
37.313771757356484,55.4698734720054
37.929316199027106,55.47044947437862
38.54571547872476,55.47102547674618
39.16815968448999,55.47160147909249
39.80196102408277,55.472238113424815
40.451729516881564,55.47339011990443
41.12192253261397,55.47457244233033
41.813883388184024,55.475724448674896
42.52217775611352,55.476876454965826
43.23642546032045,55.478058777246225
43.94594102542302,55.478058775080775
44.64287825947149,55.467387536831986
45.32302403215204,55.43901174779915
45.98524873605578,55.38905095848915
46.633399142348544,55.32711534459875
47.273672826787504,55.265361626800406
47.91165676650071,55.20439612531059
48.551319852294334,55.12878799016333
49.19708892394514,55.03141295859624
49.851681145179654,54.90857247717459
50.512226702582346,54.75129300644505
51.17225325104112,54.55132859124706
51.817991792252826,54.298887159846316
52.43069694939668,53.98872404227875
52.989211481234825,53.623385783593875
53.49808434735647,53.225245600410055
53.96641346687476,52.81855630205596
54.37554505277309,52.402590304309044
54.719983717724126,51.9797425721102
55.026687389656956,51.565656167410424
55.39838928146534,51.04297780861834
55.72151805527983,50.544491627312304
56.00859098228845,50.08041411939404
56.24852569798804,49.637254659693305
56.53080542581006,49.099569875398515
56.82560242478786,48.56233983124273
57.08577848382564,48.114087281520106
57.352884836740195,47.61723816503144
57.624967567967815,47.05045000955009
57.855193765943476,46.5770048542073
58.095036891577436,46.04598959262905
58.32715594478774,45.443186015384214
58.563640777723414,44.77138319551226
58.796828378151055,44.06489885827476
58.9871519573498,43.35514039190829
59.15213569500326,42.663632164661244
59.31559293626836,42.001651732810885
59.46757092406859,41.36516706683207
