# origin_lat,origin_lon
0.0024735421954429097,0.0030149638459224955
# x[m],y[m]
0.0,0.0
-0.09308575437782136,0.4923017143721941
-0.14791750688794178,0.9906059989771174
-0.18968244949959315,1.4915780925833508
-0.23123368257976984,2.002220993924997
-0.2717468980510168,2.5123788390772823
-0.3123211733703782,3.0265080817639873
-0.3514300120958284,3.527177015248503
-0.3911799793157686,4.039244769137737
-0.4312352458122473,4.559043106014049
-0.4696724260801181,5.059590775451104
-0.5084149056308518,5.5652012188447335
-0.5373572777733273,6.065718572248734
-0.5558584139648738,6.569661634952109
-0.5707875483834433,7.074301965916873
-0.5847702549724236,7.5825195862612365
-0.5984171323521426,8.082642831478298
-0.6130714973502803,8.60747362624189
-0.6279395718589402,9.130121668162849
-0.6429908259582897,9.64643366363691
-0.6583473793291085,10.172446782859112
-0.6728490946767144,10.694549136568803
-0.6816111832492188,11.215863273960704
-0.6877476978721554,11.735995086889822
-0.6931820241301836,12.248032524690728
-0.6984942306684236,12.759675854339019
-0.7039896167797801,13.272410560409464
-0.7097292423206228,13.7874795993822
-0.7155604576642691,14.295879115778913
-0.7214222029472525,14.799367438278713
-0.727741897124236,15.32304622457873
-0.7326266846063337,15.846330902723158
-0.7354964967503564,16.360763305443424
-0.7378473000953938,16.872164106991328
-0.7400149238832462,17.374136628896967
-0.7422436074867224,17.893207381407407
-0.7447165305360025,18.40785199620876
-0.7472810433796859,18.919374061804174
-0.7497539664464424,19.425075453150942
-0.7521047697987696,19.928199983502083
-0.7545166329738656,20.445360827275334
-0.7561652479013239,20.96418905169076
-0.7572948540339004,21.478348610301598
-0.7583634003380596,21.97904785971284
-0.7596151262191009,22.479383316984098
-0.7609584418394129,22.998908809668244
-0.762332287415669,23.506944533914094
-0.763675603056354,24.016496058745616
-0.7647746792364137,24.534596698878726
-0.7657516356976992,25.05184849068374
-0.7666064724367828,25.569645970699202
-0.7673086595556045,26.075347362041896
-0.7680108466590739,26.58632373942211
-0.7687740936469142,27.086477300621986
-0.7695984004560265,27.600909703337553
-0.7705142970604111,28.111946712741783
-0.7713996637534113,28.61488934701929
-0.7723460902812014,29.126684256716405
-0.7732925168114053,29.63669052172255
-0.7743000031805027,30.153911997515934
-0.7750327201803906,30.67116378932037
-0.7750021889783112,31.171984302775908
-0.7751243074015627,31.681020455405342
-0.7751548360169898,32.19660486656401
-0.7753074843883164,32.69672811175063
-0.7753074831012904,33.19994359013128
-0.7753074818196232,33.70027904739952
-0.7752769505743355,34.21298343744554
-0.7752769492666951,34.72174674596924
-0.7752769479746483,35.223658635846355
-0.7753074766117036,35.72493388947776
-0.7753074753085529,36.229483272373706
-0.7753074739886501,36.7397017494595
-0.7753074726708231,37.24825284590125
-0.7753074713408303,37.76065407583025
-0.7761317781408665,38.2609895331006
-0.7769866148356797,38.773906135230824
-0.7775666821709389,39.28315449994341
-0.7783299290733282,39.79573762594465
-0.7797648344525112,40.29819520403625
-0.7876110250390779,40.807928624955075
-0.7971974216158488,41.31705572564422
-0.8063258692571974,41.82175668862245
-0.8152406073695818,42.33379412643419
-0.8238500461933583,42.842011746769735
-0.8324900149407334,43.35168453566746
-0.8550211016787571,43.862509333046546
-0.8960227958824416,44.36466375112496
-0.9409628509903702,44.87445780416507
-1.025713934377777,45.38303921684145
-1.1206009544487954,45.877523684099764
-1.2327984446217073,46.377646929582404
-1.3861197500663336,46.87073686045719
-1.5688413778335926,47.34175673488535
-1.7932974194574578,47.80935090010129
-2.0409867376146646,48.25448090070211
-2.3152065647043467,48.67890506537599
-2.6209332792492366,49.08741332398618
-2.9645171066128033,49.482582537544715
-3.3396994112578926,49.84834521982843
-3.73466511043595,50.17336318242557
-4.164892878455041,50.46942935393253
-4.620002539259228,50.72556933808189
-5.102802846376313,50.94238945511465
-5.604806479402584,51.10397379885939
-6.1227162059763245,51.194497411193076
-6.644350584115653,51.23105852268794
-7.161924481689318,51.23860721096204
-7.684169458540266,51.23239242992901
-8.211146574508263,51.219811286446465
-8.73027749856834,51.202015788926644
-9.251606577572003,51.18206785457865
-9.776538188276009,51.16293845255402
-10.285380526041193,51.1466890715979
-10.826248760024026,51.13144011910911
-11.33731978264838,51.119101503665206
-11.862190333479456,51.108248372828726
-12.373322415958395,51.099244518668975
-12.893552417477254,51.0912107769054
-13.40074613902781,51.08432904355112
-13.936699054324727,51.07775047038573
-14.445816161445602,51.071960113453855
-14.966443052051384,51.066563864701436
-15.482520983138533,51.06137982801736
-15.997560896616317,51.05728716775002
-16.510769014312054,51.05474062407336
-17.012009399579494,51.052679136551596
-17.5153563499952,51.05082986111523
-18.030060434249098,51.04895026969376
-18.533132615301533,51.047191942287675
-19.06841387215487,51.045312350913996
-19.590964148339033,51.04352370754115
-20.116659007281168,51.041704748162246
-20.65310040146829,51.03988578880812
-21.16609480967098,51.03885504569749
-21.683882416832798,51.038127462713845
-22.212782918395785,51.03736956374422
-22.73163907309988,51.036702612782435
-23.256814923247614,51.035944713799005
-23.762573738128726,51.0351261827417
-24.285001894610772,51.034277335711984
-24.82516794023193,51.03348912074752
-25.333155439984907,51.03264027367763
-25.84712680595445,51.03200363870259
-26.36415116489214,51.03163984783831
-26.891860999215744,51.03136700503341
-27.427539145184873,51.031094162245715
-27.942640118559535,51.03079100339367
-28.465312514494286,51.03039689652294
-28.978215332937044,51.02997247361432
-29.49508704223854,51.029608682736814
-30.019102755084734,51.02927520788627
-30.547484247875484,51.02900236506747
-31.05113649763599,51.02872952218653
-31.552865361828886,51.028577943345674
-32.05618178236647,51.0284566805185
-32.589539653701145,51.028305101750085
-33.122073216936975,51.028183838989115
-33.65253074495712,51.02809289223263
-34.16228898066315,51.0278806813773
-34.674214841377676,51.02769878653675
-35.220089983887995,51.02745625975201
-35.73683957349461,51.027213732895305
-36.25322280394651,51.02724405014103
-36.78945048868635,51.02733499945535
-37.32381584771871,51.0272743687044
-37.83406256231307,51.02712278985875
-38.364275850914495,51.0269712110583
-38.906365282160095,51.026819632283654
-39.43721969928883,51.026668053480236
-39.96627285056893,51.02648615865853
-40.49340261628145,51.026425527876945
-41.01799839783311,51.02642552911071
-41.55755384492591,51.0264861624008
-42.07833338527255,51.026486163621136
-42.591968922077875,51.026486164822586
-43.11882391843326,51.02648616605275
-43.64744965071152,51.02648616728493
-44.16090200794449,51.02654680050296
-44.67191197080556,51.026577117701514
-45.18105960795837,51.02663775090536
-45.68236105318709,51.02669838408907
-46.19495857239685,51.026698385273406
-46.70725079231163,51.02669838645487
-47.25101936972148,51.026698387706695
-47.76831849810664,51.0266983888954
-48.28006117929319,51.026637758045744
-48.7808741456583,51.0266377591924
-49.289472244092,51.026637760355015
-49.81855592533866,51.026607445550304
-50.329840657587376,51.02660744671479
-50.85168874550502,51.02663776391282
-51.37402531229955,51.02663776509816
-51.91819077881302,51.02663776633062
-52.44071052518945,51.026637767511794
-52.96197854445102,51.026637768688076
-53.49283296163244,51.026607453871904
-54.02017643690313,51.026607455057395
-54.55365642804048,51.02657714024281
-55.056148540559754,51.02657714136822
-55.58031690314995,51.026546826528325
-56.116880417190295,51.02651651171379
-56.64407124282214,51.02651651288791
-57.176207917063316,51.026516514070856
-57.69078988174302,51.02651651521257
-58.22878830248589,51.02645588438051
-58.73460817735241,51.026425569486825
-59.26888194667848,51.0264255706656
-59.795034754712795,51.02642557182414
-60.32286670888109,51.026425572984174
-60.83201434608946,51.02642557410106
-61.35264123685784,51.026425575241
-61.855713418064134,51.026425576340486
-62.38296530357601,51.02642557749059
-62.90695048661423,51.0264255786314
-63.423058947797855,51.02636494772954
-63.93843469067149,51.02609210474175
-64.47322746882146,51.02581926179384
-64.98191715709933,51.02560705081085
-65.51277157432435,51.025455471896976
-66.03309316581256,51.0253342089699
-66.5423018629,51.025212946016794
-67.05108314097369,51.02506136704904
-67.56291741201692,51.02490978808575
-68.09077989614255,51.024788525166244
-68.61140678693619,51.02475821026432
-69.1204017745243,51.024727895335445
-69.62365713533451,51.02478852842764
-70.14504727437519,51.0248188455444
-70.68286251558447,51.02484916269367
-71.20113860180166,51.024849163787785
-71.74335015288833,51.02484916493003
-72.27789869162773,51.02484916605396
-72.81540863354778,51.02484916718168
-73.32467839051688,51.02484916824813
-73.85876898031651,51.02484916936425
-74.39118042398574,51.02478853845122
-74.92554578315618,51.02478853956341
-75.46094915993743,51.024788540675544
-75.97128746445398,51.02478854173342
-76.481167820027,51.02478854278827
-77.011106339401,51.02478854388243
-77.51161400656581,51.02478854491375
-78.0463151949733,51.024788546013276
-78.5698424291198,51.02478854708774
-79.09602576715027,51.02478854816536
-79.6301621518641,51.024788549257075
-80.15691029359712,51.02478855033139
-80.6735072337133,51.02475823537121
-81.20193452158243,51.02463697239764
-81.73553663253439,51.024364129373744
-82.2432951580137,51.02409128629525
-82.77598137107867,51.02384875927671
-83.29349420909404,51.02366686424901
-83.80659547227208,51.023545601233536
-84.32841303037577,51.02336370621015
-84.86995292305501,51.0231514952122
-85.38945020650633,51.0229696001797
-85.91822858858227,51.022818021175226
-86.42519333590263,51.022727074148655
-86.93237179273208,51.02275739116743
-87.45073946879151,51.02269676017099
-87.98171600581104,51.022636129197316
-88.49970205775256,51.02266644623105
-89.00468235965135,51.02269676323703
-89.53170527078193,51.02269676427256
-90.0575680445863,51.022696765303586
-90.58446883600163,51.02269676633442
-91.09669999620628,51.02269676733438
-91.61250315818535,51.02269676833928
-92.11749872505857,51.02269676932107
-92.639820027028,51.02269677033436
